"vertex_id","egoid","size","edges","density","clustering","betweenness_centralization","degree_centralization","diameter","modularity","n_components","max_comp_size","prop_lcc","gender_1","race_1","parentincome_1","RegionUS","Extraversion_1","Openness_1","Agreeableness_1","Conscientiousness_1","Neuroticism_1","cluster_km"
40569,40569,17,75,0.551470588235294,0.782222222222222,0.116626984126984,0.386029411764706,2,0.219644444444444,2,16,0.941176470588235,"Male","Latino/a","$100,000 - $149,999","East North Central",4.875,3.3,4.6666665,4.8888888,1.75,3
40864,40864,12,13,0.181818181818182,0.6,0.109090909090909,0.272727272727273,3,0.236111111111111,5,7,0.583333333333333,"Female","Foreign Student","$25,000 - $49,999","",2.875,3,3.1111112,2.3333333,3.25,1
41167,41167,17,52,0.375,0.730909090909091,0.154375,0.1875,5,0.408304498269896,1,17,1,"Female","Foreign Student","less than $25,000","East North Central",3.625,3.4000001,3.4444444,3.8888888,3.25,1
41268,41268,19,76,0.444444444444444,0.829225352112676,0.465504720406681,0.166666666666667,4,0.388417590027701,1,19,1,"Female","Latino/a","$100,000 - $149,999","Middle Atlantic",3.625,3,3.7777777,3.5555556,3.375,2
41952,41952,8,13,0.321428571428571,1,0,0.107142857142857,1,0.444444444444444,3,4,0.5,"Female","White","$250,000 or more","West South Central",3.875,3.4000001,3.8888888,3.6666667,1.75,1
42132,42132,12,49,0.742424242424242,0.909090909090909,0.00991735537190083,0.166666666666667,2,0.00499791753436071,2,11,0.916666666666667,"Male","White","$100,000 - $149,999","South Atlantic",4.625,3,3.5555556,4.3333335,2.625,3
42137,42137,38,130,0.163584637268848,0.865822784810127,0.094472851229608,0.13371266002845,5,0.633497164461248,7,18,0.473684210526316,"Female","White","$100,000 - $149,999","East North Central",2.375,3.7,4.2222223,2.8888888,3,0
42231,42231,28,145,0.37037037037037,0.829054054054054,0.237416904083571,0.222222222222222,4,0.423775510204082,1,28,1,"Male","White","$100,000 - $149,999","West North Central",2.5,3.0999999,3.4444444,3.7777777,2.125,2
42513,42513,27,183,0.518518518518518,0.813559322033898,0.10806366119088,0.404558404558405,2,0.199915469146238,2,25,0.925925925925926,"Male","White","$250,000 or more","West South Central",4.75,3.7,3.8888888,2.6666667,2,1
42531,42531,13,58,0.705128205128205,0.799097065462754,0.0886594115760783,0.294871794871795,2,0.128264462809917,1,13,1,"Female","White","$100,000 - $149,999","New England",2.625,3.5,2.8888888,4.4444447,3.375,3
42617,42617,31,210,0.410752688172043,0.761574074074074,0.253930669585842,0.52258064516129,3,0.352731558893671,1,31,1,"Female","White","$100,000 - $149,999","East North Central",2.875,2.5999999,3.6666667,3.5555556,3.375,1
42646,42646,34,174,0.279857397504456,0.632871536523929,0.202157570391042,0.32620320855615,4,0.411801695809161,1,34,1,"Female","White","$250,000 or more","Middle Atlantic",3.625,2.9000001,3.5555556,4.2222223,3.875,0
42674,42674,24,105,0.380434782608696,0.798196166854566,0.255465414461806,0.184782608695652,4,0.432517006802721,1,24,1,"Female","White","$250,000 or more","Pacific",2.5,2.7,3.6666667,3.8888888,3.5,2
42773,42773,12,22,0.333333333333333,0.676056338028169,0.487603305785124,0.303030303030303,4,0.399793388429752,1,12,1,"Male","White","$100,000 - $149,999","New England",2.5,1.8,2.8888888,2.5555556,3,2
43114,43114,23,78,0.308300395256917,0.7125,0.298789846517119,0.509881422924901,2,0.312869822485207,3,19,0.826086956521739,"Female","White","$75,000 - $99,999","Middle Atlantic",3.5,3,3.6666667,3.3333333,2.125,2
43125,43125,21,130,0.571428571428571,0.878808864265928,0.332486842105263,0.428571428571429,2,0.224444444444444,1,21,1,"Male","White","$250,000 or more","East North Central",2.625,2.5999999,3.3333333,3.7777777,4,2
43177,43177,69,392,0.161125319693095,0.576713819368879,0.483529091052324,0.559462915601023,4,0.527501329750007,1,69,1,"Male","White","$250,000 or more","Pacific",4.125,3.3,4.1111112,2.2222223,1.75,0
43255,43255,28,270,0.658730158730159,0.778620843561705,0.050561556671085,0.341269841269841,2,0.167440847728262,1,28,1,"Female","White","$200,000 - $249,999","Middle Atlantic",4.25,2.5999999,3.7777777,4.6666665,2.625,3
43382,43382,42,140,0.159117305458769,0.6557911908646,0.265120869612244,0.279907084785134,4,0.471229154456817,3,31,0.738095238095238,"Male","Latino/a","$100,000 - $149,999","Pacific",3.125,3.5,3.7777777,3.3333333,2.375,0
43507,43507,6,14,0.933333333333333,0.923076923076923,0.01,0.0666666666666667,2,0,1,6,1,"Female","African-American","$25,000 - $49,999","West South Central",4.5,3.3,4.2222223,3.3333333,3.625,3
43516,43516,14,73,0.802197802197802,0.882113821138211,0.037091825553364,0.197802197802198,2,0.0475699005441922,1,14,1,"Female","Latino/a","$100,000 - $149,999","Pacific",3.875,3,3,3.5555556,3.75,3
43581,43581,12,31,0.424242424242424,0.942857142857143,0.00991735537190083,0.0303030303030303,1,0.497448979591837,2,6,0.5,"Female","African-American","$250,000 or more","Mountain",4,2.9000001,2.8888888,2.7777777,3.625,1
43603,43603,4,6,1,1,0,0,1,0,1,4,1,"Male","White","$250,000 or more","Pacific",2.875,2.3,4.4444447,1.8888888,2.5,3
43710,43710,40,158,0.185897435897436,0.722553191489362,0.18307814581042,0.326923076923077,5,0.54192627824019,2,31,0.775,"Female","White","","Middle Atlantic",3.625,2.9000001,3.8888888,4.2222223,2.875,0
43794,43794,28,179,0.412698412698413,0.703150026695141,0.327426635245565,0.55026455026455,3,0.35568704799474,1,28,1,"Female","White","$100,000 - $149,999","Middle Atlantic",3.5,2.8,3.8888888,3.4444444,3.5,2
43809,43809,31,236,0.458064516129032,0.7021875,0.108744989929162,0.408602150537634,3,0.277149595538804,1,31,1,"Female","Foreign Student","$75,000 - $99,999","",3.625,3.4000001,3.7777777,4,1.75,1
44070,44070,20,35,0.184210526315789,0.478991596638655,0.384323381553298,0.184210526315789,6,0.493061224489796,2,18,0.9,"Female","Foreign Student","$75,000 - $99,999","East North Central",3.75,3.9000001,4.5555553,2.5555556,2.375,0
44310,44310,25,22,0.0733333333333333,0.813084112149533,0.00601348631239935,0.218333333333333,2,0.00826446280991739,18,8,0.32,"Male","White","$100,000 - $149,999","East North Central",3.25,3.5999999,4.7777777,4.2222223,1.75,1
44344,44344,45,255,0.249494949494949,0.547144396551724,0.172422194210635,0.545959595959596,5,0.296103853529807,1,45,1,"Male","White","$250,000 or more","East North Central",2.5,3.2,2.8888888,4.3333335,4,0
44447,44447,17,117,0.860294117647059,0.8984375,0.0115791326728827,0.139705882352941,2,0.0366717802615239,1,17,1,"Female","Asian-American","$150,000 - $199,999","Pacific",3.375,3,2.6666667,3.2222223,3.5,3
44639,44639,14,38,0.406593406593407,0.57286432160804,0.106936226166995,0.285714285714286,3,0.233382030679328,1,14,1,"Female","Asian-American","$50,000 - $74,999","South Atlantic",4.375,3.4000001,4.2222223,3.3333333,3,1
44675,44675,20,135,0.710526315789474,0.906315789473684,0.0430112618478269,0.236842105263158,2,0.08,2,19,0.95,"Female","White","$250,000 or more","West North Central",2.5,2.5,3.3333333,4,3.125,3
44869,44869,41,266,0.309756097560976,0.60275369709332,0.142093516615151,0.465243902439024,3,0.290656581313163,2,39,0.951219512195122,"Female","Foreign Student","less than $25,000","South Atlantic",3.75,2.5999999,4,3.4444444,3.375,1
44872,44872,29,124,0.283251231527094,0.684878048780488,0.206230653637116,0.359605911330049,4,0.391077504725898,2,26,0.896551724137931,"Female","White","$200,000 - $249,999","East North Central",3.125,3.4000001,4.2222223,3.7777777,3.25,1
44873,44873,38,240,0.312944523470839,0.622827156444736,0.267619506278754,0.524893314366999,3,0.347551652892562,1,38,1,"Male","White","$50,000 - $74,999","East North Central",3.25,2.5999999,3.3333333,4.1111112,2,1
44927,44927,55,289,0.160942760942761,0.647450110864745,0.159470868896096,0.339057239057239,3,0.539670173841494,5,40,0.727272727272727,"Female","Asian-American","$100,000 - $149,999","Mountain",2.75,2.5,3.8888888,3.8888888,3,0
45076,45076,24,67,0.235507246376812,0.586118251928021,0.414332359511944,0.329710144927536,5,0.403668639053254,1,24,1,"Female","Asian-American","$250,000 or more","Pacific",3.375,3.3,3.6666667,4.1111112,2.375,2
45097,45097,23,106,0.41501976284585,0.740293356341674,0.171135136999954,0.448616600790514,3,0.160680272108844,3,21,0.91304347826087,"Female","White","$50,000 - $74,999","East North Central",3.75,3.9000001,4.5555553,4,3.375,1
45375,45375,38,215,0.300142247510669,0.662583129156458,0.235816815996996,0.321479374110953,4,0.307405494036522,1,38,1,"Male","African-American","$50,000 - $74,999","East North Central",3.5,3.2,3.3333333,2.6666667,2.375,0
45641,45641,22,100,0.376623376623377,0.667529107373868,0.177715398735807,0.337662337662338,3,0.275399656493592,1,22,1,"Male","Latino/a","$75,000 - $99,999","Pacific",3,2.8,4.1111112,3.5555556,2.875,1
45776,45776,6,14,0.933333333333333,0.923076923076923,0.01,0.0666666666666667,2,0,1,6,1,"Male","African-American","$200,000 - $249,999","East North Central",4.125,3.7,2.7777777,2.8888888,4,3
45958,45958,9,17,0.472222222222222,0.666666666666667,0.415178571428572,0.402777777777778,3,0.143598615916955,1,9,1,"Female","Latino/a","$200,000 - $249,999","South Atlantic",3.875,3.8,3.5555556,4,2.5,2
45963,45963,64,420,0.186507936507937,0.587980508933406,0.315110229689765,0.353174603174603,4,0.476573110004527,2,63,0.984375,"Female","White","$75,000 - $99,999","East North Central",3.75,2.7,3.1111112,3.5555556,4,0
46151,46151,11,25,0.436363636363636,0.67741935483871,0.35037037037037,0.263636363636364,4,0.333333333333333,1,11,1,"Male","Latino/a","","Middle Atlantic",3.875,2.5999999,4,3.6666667,2.875,2
46266,46266,42,213,0.213704994192799,0.602267359470949,0.487306166964109,0.420441347270616,5,0.385884333648393,2,41,0.976190476190476,"Female","White","$50,000 - $74,999","Mountain",2,3.5,3.3333333,3.4444444,3.375,0
46365,46365,42,201,0.221835075493612,0.580009385265134,0.13544889184236,0.339140534262485,4,0.40839066911543,2,41,0.976190476190476,"Male","White","$100,000 - $149,999","East North Central",3.875,2.9000001,3.2222223,3.8888888,2.625,0
46373,46373,36,288,0.415873015873016,0.67379679144385,0.107004018446272,0.441269841269841,3,0.284540527941262,1,36,1,"Male","White","$200,000 - $249,999","Middle Atlantic",4.125,2.5999999,3.8888888,3.8888888,2.25,1
46558,46558,25,90,0.283333333333333,0.595384615384615,0.151846895053417,0.383333333333333,3,0.382491349480969,2,21,0.84,"Male","Latino/a","$25,000 - $49,999","Mountain",2.25,2.8,4.5555553,3,2.5,1
46701,46701,12,24,0.363636363636364,0.692307692307692,0.277685950413223,0.363636363636364,3,0.329861111111111,2,10,0.833333333333333,"Male","Asian-American","$250,000 or more","Middle Atlantic",3,2.9000001,4.6666665,3.7777777,1.75,2
46744,46744,20,68,0.357894736842105,0.739307535641548,0.469426490202113,0.273684210526316,4,0.30958044982699,1,20,1,"Male","White","$150,000 - $199,999","West North Central",2.375,3,4.1111112,3.5555556,3.625,2
47006,47006,23,116,0.446640316205534,0.773455377574371,0.183894136166863,0.462450592885375,2,0.189247396037278,3,21,0.91304347826087,"Female","White","$75,000 - $99,999","East North Central",3.75,4,3.4444444,3,3.75,1
47024,47024,39,160,0.201079622132254,0.574257425742574,0.30017219435502,0.351551956815115,3,0.401716138912662,2,35,0.897435897435897,"Female","White","$200,000 - $249,999","Pacific",3.875,3.3,3.1111112,2.7777777,3,0
47142,47142,39,277,0.287449392712551,0.747643979057592,0.211807426558119,0.34412955465587,3,0.375311335934228,3,37,0.948717948717949,"Female","Latino/a","$150,000 - $199,999","Pacific",3.625,3.4000001,3.8888888,3.7777777,2.625,1
47280,47280,19,56,0.327485380116959,0.780405405405405,0.0395334059549746,0.116959064327485,3,0.485331632653061,2,12,0.631578947368421,"Male","White","$250,000 or more","Pacific",4.25,3.2,4,3.8888888,2,1
47498,47498,33,220,0.397727272727273,0.811034482758621,0.322631055621425,0.321022727272727,4,0.340907029478458,1,33,1,"Female","African-American","$150,000 - $199,999","East North Central",3.25,3.5,4.2222223,4.1111112,2.125,2
47584,47584,13,26,0.282051282051282,0.717391304347826,0.0921717171717172,0.301282051282051,3,0.135330578512397,4,9,0.692307692307692,"Male","White","$150,000 - $199,999","South Atlantic",3.25,2.9000001,3,2.4444444,4,1
47810,47810,22,114,0.428571428571429,0.699421965317919,0.110649261096809,0.380952380952381,3,0.184828078767473,3,20,0.909090909090909,"Female","White","$75,000 - $99,999","West North Central",3.875,3.3,4.3333335,3.1111112,2.375,1
47886,47886,26,89,0.273846153846154,0.768345323741007,0.133214285714286,0.326153846153846,3,0.42551445524555,3,18,0.692307692307692,"Female","White","less than $25,000","East North Central",2.75,3.3,3.2222223,3.7777777,2.625,1
48013,48013,19,57,0.333333333333333,0.605113636363636,0.263538748832867,0.333333333333333,4,0.408125577100646,1,19,1,"Female","White","$200,000 - $249,999","Pacific",2.375,3.5999999,3.3333333,3.3333333,2.75,2
48154,48154,75,698,0.233513513513514,0.57876781055589,0.131461600257793,0.320540540540541,4,0.368179393385155,1,75,1,"Female","White","$250,000 or more","Middle Atlantic",3.75,2.9000001,4.3333335,4.2222223,2.25,0
48224,48224,42,244,0.262485481997677,0.633788395904437,0.137887573121654,0.322880371660859,3,0.381930848147858,2,39,0.928571428571429,"Female","Foreign Student","","East North Central",2.625,3.5,3.3333333,3,3.75,1
48676,48676,36,215,0.303174603174603,0.590614269362839,0.117554516706399,0.382539682539683,4,0.251432252405362,1,36,1,"Female","White","","New England",4.125,3.2,4.2222223,4.1111112,2.875,1
48826,48826,32,202,0.326612903225806,0.757417102966841,0.250410452075384,0.318548387096774,3,0.422648986434995,2,31,0.96875,"Male","White","$100,000 - $149,999","Pacific",4.25,3.5999999,4.4444447,3.5555556,2.75,1
48891,48891,8,16,0.571428571428571,1,0,0.142857142857143,1,0.1171875,2,6,0.75,"Male","White","$250,000 or more","South Atlantic",3.375,2.7,4.2222223,3.2222223,1.75,3
48946,48946,14,55,0.505494505494505,0.728706624605678,0.238987508218277,0.340659340659341,4,0.104678638941399,1,14,1,"Male","White","$50,000 - $74,999","East North Central",3.625,3.7,4.1111112,3.8888888,2.375,2
48969,48969,54,229,0.151642208245982,0.483248730964467,0.340740689923562,0.527603074772886,4,0.332827199558283,5,49,0.907407407407407,"Female","Latino/a","$50,000 - $74,999","West South Central",2,2.5,3.3333333,3.8888888,4.125,0
49010,49010,15,39,0.333333333333333,0.662576687116564,0.0854591836734694,0.30952380952381,3,0.344081632653061,2,11,0.733333333333333,"Male","White","$150,000 - $199,999","East South Central",4.125,3.5,4,3.7777777,2.5,1
49014,49014,28,135,0.335978835978836,0.696145124716553,0.301240175884051,0.256613756613757,3,0.304451608903218,1,28,1,"Female","Foreign Student","$25,000 - $49,999","South Atlantic",3.5,3,3.1111112,3,3.125,2
49086,49086,47,421,0.300647548566142,0.646383270483373,0.166241754656296,0.395004625346901,5,0.266049704142012,2,46,0.978723404255319,"Female","White","$150,000 - $199,999","East North Central",3.25,2.8,4,2.7777777,2.25,0
49125,49125,13,67,0.858974358974359,0.902325581395349,0.018001443001443,0.141025641025641,2,0.0333036310982402,1,13,1,"Female","White","$100,000 - $149,999","East North Central",2,3.4000001,4.4444447,3.3333333,3.375,3
49497,49497,33,113,0.200757575757576,0.544496487119438,0.125299649946827,0.361742424242424,3,0.400809896760413,2,26,0.787878787878788,"Female","White","$150,000 - $199,999","West North Central",3,3.9000001,4.3333335,3.7777777,2.375,1
49539,49539,20,124,0.515789473684211,0.723404255319149,0.210159902680678,0.484210526315789,2,0.262755102040816,1,20,1,"Male","White","$150,000 - $199,999","East North Central",3.5,3.3,3.6666667,2.8888888,2.375,1
49790,49790,43,246,0.250276854928018,0.516960651289009,0.138097366796221,0.368770764119601,4,0.320169942830292,1,43,1,"Female","Latino/a","$100,000 - $149,999","",4.25,3.5,4.1111112,3.5555556,2.25,0
49800,49800,17,65,0.455882352941176,0.712328767123288,0.300855654761905,0.356617647058824,3,0.325702393340271,1,17,1,"Female","Asian-American","$75,000 - $99,999","West North Central",3.5,3.3,4.4444447,3.1111112,3.375,2
49915,49915,13,36,0.397435897435897,0.671328671328671,0.563131313131313,0.435897435897436,3,0.328303850156087,1,13,1,"Male","White","$50,000 - $74,999","West South Central",1.625,2.3,3.8888888,3.6666667,1.5,2
50072,50072,31,107,0.217204301075269,0.676352705410822,0.187608100711549,0.449462365591398,3,0.298009999019704,7,25,0.806451612903226,"Female","White","$50,000 - $74,999","East North Central",3.625,3.5999999,3.7777777,3.7777777,3.125,1
50666,50666,41,361,0.341463414634146,0.616297786720322,0.183249185856937,0.508536585365854,3,0.194113520408163,2,40,0.975609756097561,"Female","White","$100,000 - $149,999","East North Central",3.25,3.2,3.5555556,3,3.25,1
50766,50766,31,225,0.421505376344086,0.631133074479351,0.12755990943922,0.478494623655914,3,0.240680966264057,1,31,1,"Male","White","$250,000 or more","West North Central",2,2.8,3.4444444,3.6666667,2.375,1
50797,50797,5,6,0.6,1,0,0.15,1,0,2,4,0.8,"Male","White","$250,000 or more","East North Central",1.5,2.9000001,2.5555556,3.5555556,5,3
50976,50976,42,147,0.164924506387921,0.725609756097561,0.131768788419591,0.274099883855981,6,0.313355485022813,7,35,0.833333333333333,"Male","White","$50,000 - $74,999","",1.75,3.2,4.5555553,4,3,0
51298,51298,28,136,0.341269841269841,0.584905660377359,0.278397992801285,0.547619047619048,3,0.293191514932997,1,28,1,"Male","White","$250,000 or more","East North Central",3.25,2.8,3.8888888,3.3333333,2.625,2
51437,51437,55,423,0.243771043771044,0.710922624199411,0.153612114598133,0.367340067340067,5,0.44771221879674,4,52,0.945454545454545,"Female","White","$50,000 - $74,999","West North Central",3.375,3,3.5555556,3.2222223,2.5,0
51475,51475,41,287,0.332926829268293,0.692789241827035,0.199600030026017,0.442073170731707,3,0.305089294100283,1,41,1,"Female","White","$250,000 or more","East North Central",2.125,2.8,3.3333333,3.5555556,2.625,1
51495,51495,51,263,0.192156862745098,0.545454545454545,0.445122858909798,0.647843137254902,4,0.350229071220325,2,50,0.980392156862745,"Male","White","$75,000 - $99,999","Pacific",4.375,2.4000001,3.7777777,4.2222223,2.875,0
51723,51723,41,54,0.0658536585365854,0.542016806722689,0.189114504085658,0.159146341463415,7,0.514746227709191,16,26,0.634146341463415,"Male","African-American","$50,000 - $74,999","East North Central",4,3.7,4.2222223,4,3.25,0
51760,51760,61,435,0.200546448087432,0.639226519337017,0.0390384793477273,0.282786885245902,3,0.460345685245269,3,39,0.639344262295082,"Male","White","$150,000 - $199,999","Pacific",2.875,3.3,3.3333333,3.8888888,2.125,0
51851,51851,19,59,0.339181286549708,0.530266343825666,0.35880335673364,0.549707602339181,3,0.253269916765755,1,19,1,"Male","Foreign Student","$100,000 - $149,999","",4.75,3,4.1111112,4.4444447,2.25,2
51865,51865,10,25,0.555555555555556,0.8671875,0.212962962962963,0.333333333333333,2,0.1048,2,9,0.9,"Female","Foreign Student","$75,000 - $99,999","Middle Atlantic",2.5,3.9000001,1.8888888,3,2.875,3
51882,51882,11,31,0.563636363636364,1,0,0.136363636363636,1,0.174817898022893,2,8,0.727272727272727,"Female","Latino/a","$25,000 - $49,999","South Atlantic",3.625,3.5,4,2.4444444,4,3
51952,51952,20,80,0.421052631578947,0.950847457627119,0.0221606648199446,0.0526315789473684,1,0.4921875,2,10,0.5,"Male","White","$100,000 - $149,999","South Atlantic",2.375,2.4000001,2.5555556,4.1111112,3.125,1
52051,52051,30,101,0.225287356321839,0.753472222222222,0.254197041480088,0.291954022988506,5,0.385099958350687,6,24,0.8,"Female","Foreign Student","$250,000 or more","",3.625,2.2,3.5555556,4.3333335,2.25,0
52123,52123,33,190,0.327651515151515,0.601324503311258,0.177377772829635,0.453598484848485,5,0.243793644959738,1,33,1,"Female","Asian-American","$250,000 or more","Middle Atlantic",3.875,3.4000001,2.7777777,2.5555556,2.375,0
52277,52277,9,22,0.611111111111111,0.728155339805825,0.21875,0.388888888888889,2,0.132231404958678,1,9,1,"Female","White","$250,000 or more","East North Central",3,4,3.5555556,3.8888888,3,3
52302,52302,32,143,0.23991935483871,0.792105263157895,0.291731887028453,0.276209677419355,6,0.381929242285149,3,28,0.875,"Male","White","$250,000 or more","Middle Atlantic",2.75,2.5999999,3.5555556,3.3333333,2.5,0
52621,52621,17,11,0.0808823529411765,0.461538461538462,0.0286458333333333,0.106617647058824,3,0.578512396694215,8,5,0.294117647058824,"Female","Foreign Student","less than $25,000","",2.5,3.4000001,3.7777777,4,3.25,1
52848,52848,19,73,0.426900584795322,0.930417495029821,0.00571895424836601,0.0730994152046784,2,0.495402514543066,2,10,0.526315789473684,"Male","White","$250,000 or more","Middle Atlantic",3.75,3.2,3.8888888,4.1111112,2,1
53333,53333,13,21,0.269230769230769,0.74025974025974,0.242424242424242,0.230769230769231,4,0.23015873015873,4,10,0.769230769230769,"Male","White","","East South Central",3.375,2.4000001,2.7777777,3.5555556,2.625,2
53518,53518,33,98,0.170454545454545,0.495376486129458,0.202957070021712,0.423295454545455,3,0.356543209876543,4,27,0.818181818181818,"Male","Asian-American","$75,000 - $99,999","Pacific",4.625,3.0999999,3.7777777,2.5555556,3,1
54030,54030,45,149,0.150505050505051,0.510373443983402,0.143326694614318,0.19040404040404,4,0.507995135354263,4,38,0.844444444444444,"Female","African-American","$200,000 - $249,999","West South Central",4,4.0999999,4.4444447,3.5555556,2.125,0
54098,54098,16,61,0.441666666666667,0.692307692307692,0.348571428571429,0.558333333333333,2,0.193663225347099,1,16,1,"Male","White","$150,000 - $199,999","East North Central",3.75,3.2,3.6666667,2.7777777,3.125,2
54200,54200,20,138,0.726315789473684,0.800410466906106,0.0293552417282796,0.273684210526316,2,0.0281716026044948,1,20,1,"Male","White","$250,000 or more","Mountain",3.75,2.8,3.1111112,2.6666667,2.125,3
54394,54394,36,329,0.466666666666667,0.878913171884229,0.205575030012005,0.219047619047619,3,0.325211717339997,1,36,1,"Male","White","$250,000 or more","East North Central",3.875,2.8,3.5555556,4.2222223,3,1
54435,54435,34,246,0.392156862745098,0.666462104940166,0.167318697716425,0.547237076648841,3,0.32172520661157,2,33,0.970588235294118,"Female","Latino/a","$250,000 or more","South Atlantic",2.625,2.5,3.8888888,3.1111112,2.875,1
54837,54837,12,10,0.151515151515152,1,0,0.0303030303030303,1,0.72,5,3,0.25,"Male","White","$200,000 - $249,999","East North Central",2.875,3.7,4.5555553,4.8888888,2,1
54956,54956,47,266,0.220166512488437,0.600223546944858,0.235744835742887,0.323311748381129,4,0.502568674528635,2,46,0.978723404255319,"Female","White","$250,000 or more","West South Central",3,3.5,4,3,3.75,0
55340,55340,11,21,0.381818181818182,0.692307692307692,0.448888888888889,0.218181818181818,4,0.376417233560091,1,11,1,"Female","Foreign Student","$250,000 or more","",3.25,3.0999999,3.7777777,3,3.25,2
55424,55424,38,223,0.260312944523471,0.625461254612546,0.164268011340083,0.388335704125178,3,0.333198960852817,2,35,0.921052631578947,"Female","White","$150,000 - $199,999","East North Central",2.125,2.2,3.5555556,4.3333335,3.125,1
55452,55452,24,78,0.264492753623188,0.913669064748201,0.142292490118577,0.257246376811594,2,0.600112591480578,3,13,0.541666666666667,"Female","White","$100,000 - $149,999","South Atlantic",3,3.4000001,3.1111112,3.1111112,3.875,1
55533,55533,21,142,0.576190476190476,0.837027379400261,0.0947631578947369,0.373809523809524,2,0.161054572775084,2,20,0.952380952380952,"Male","White","$150,000 - $199,999","West North Central",3.875,3.3,4,4.2222223,3.125,3
55569,55569,24,115,0.373188405797101,0.588921282798834,0.234016644980728,0.496376811594203,3,0.278489961353568,1,24,1,"Female","Latino/a","$75,000 - $99,999","South Atlantic",3.125,2.3,4.4444447,3.1111112,3.625,1
55685,55685,20,78,0.410526315789474,0.777227722772277,0.31724046959504,0.326315789473684,3,0.408201840894149,2,19,0.95,"Female","White","","East North Central",4,3.3,4.4444447,4.4444447,2.375,2
55881,55881,29,164,0.381773399014778,0.771853688778673,0.349585704329894,0.225369458128079,4,0.42006243496358,1,29,1,"Male","White","$250,000 or more","East North Central",3.25,4,3.7777777,3.8888888,2.375,2
56058,56058,47,317,0.279370952821462,0.883928571428571,0.0508685150178534,0.177150786308973,3,0.51139752642428,2,27,0.574468085106383,"Male","Latino/a","$100,000 - $149,999","Middle Atlantic",2.125,3.2,3.2222223,3.4444444,3.375,0
56480,56480,8,21,0.75,1,0,0.107142857142857,1,0,2,7,0.875,"Male","White","$200,000 - $249,999","West North Central",3.625,2.9000001,3.8888888,3.1111112,3.125,3
56527,56527,18,101,0.568627450980392,0.732851985559567,0.164888161146812,0.431372549019608,2,0.247060377857049,1,18,1,"Male","Latino/a","$200,000 - $249,999","Pacific",3.5,3.3,3.5555556,3.2222223,3.875,1
56543,56543,15,20,0.19047619047619,0.608108108108108,0.120094191522763,0.380952380952381,2,0.235,6,9,0.6,"Female","African-American","less than $25,000","East North Central",2.25,4.1999998,4.3333335,4.2222223,3.75,1
56798,56798,38,220,0.297297297297297,0.842846553002224,0.00523842798617573,0.216216216216216,2,0.400998145646849,7,20,0.526315789473684,"Male","White","$150,000 - $199,999","East North Central",4.5,3.9000001,4.3333335,4.2222223,2.25,1
56805,56805,19,53,0.298245614035088,0.733333333333333,0.485330428467683,0.257309941520468,4,0.466935793925413,1,19,1,"Male","White","$100,000 - $149,999","East North Central",3.75,4.0999999,4.6666665,4.2222223,1.875,2
57045,57045,39,184,0.248313090418354,0.69493278179938,0.0722116457573521,0.330634278002699,3,0.460848889413989,2,24,0.615384615384615,"Female","White","$50,000 - $74,999","East North Central",3.625,3.2,4.3333335,3.1111112,2.875,1
57144,57144,14,17,0.186813186813187,0.923076923076923,0.00591715976331361,0.043956043956044,1,0.726643598615917,4,4,0.285714285714286,"Female","Asian-American","$250,000 or more","East North Central",2.5,3.3,3.8888888,3.6666667,3.25,1
57292,57292,36,212,0.336507936507937,0.639307228915663,0.34041320360528,0.492063492063492,4,0.381174350302599,1,36,1,"Female","White","$100,000 - $149,999","East North Central",2.75,3.2,4.4444447,4.2222223,2.25,2
57325,57325,32,113,0.193548387096774,0.461229946524064,0.206278312584244,0.32258064516129,4,0.402506510416667,2,31,0.96875,"Female","Latino/a","$150,000 - $199,999","East North Central",3.5,3.9000001,2.5555556,3.5555556,4.25,0
57359,57359,35,186,0.243697478991597,0.596273291925466,0.187924742057562,0.432773109243697,3,0.315695600475624,5,31,0.885714285714286,"Female","White","$250,000 or more","East North Central",3.125,2.8,3.3333333,3,3,1
57443,57443,54,136,0.0894479385045423,0.631336405529954,0.292489425846492,0.155835080363382,10,0.67242431640625,5,46,0.851851851851852,"Female","Latino/a","","",3.875,3,4.4444447,3.8888888,3.75,0
57697,57697,33,161,0.303030303030303,0.719254658385093,0.492747710853495,0.321969696969697,4,0.465390625,1,33,1,"Female","White","$250,000 or more","East North Central",4,3.9000001,3.8888888,4,3.875,2
57842,57842,35,250,0.373109243697479,0.612746585735964,0.266417783941159,0.597478991596639,3,0.266100560019479,1,35,1,"Female","White","$100,000 - $149,999","East North Central",3.375,2.7,4,3.6666667,2.625,1
57854,57854,8,28,1,1,0,0,1,0,1,8,1,"Female","White","$250,000 or more","Middle Atlantic",3.875,3.3,3.7777777,4.1111112,3.25,3
58196,58196,71,384,0.145271629778672,0.650723025583982,0.165127524409573,0.297585513078471,3,0.583727871946962,6,47,0.661971830985915,"Female","White","$250,000 or more","South Atlantic",3.875,3.7,4.5555553,4.6666665,2.75,0
58219,58219,37,105,0.157657657657658,0.683544303797468,0.054376102292769,0.147897897897898,3,0.582131519274376,4,19,0.513513513513513,"Female","Asian-American","$250,000 or more","West North Central",2.875,4,4.8888888,3.1111112,3.75,1
