"vertex_id","egoid","size","edges","density","clustering","betweenness_centralization","degree_centralization","diameter","modularity","n_components","max_comp_size","prop_lcc","gender_1","race_1","parentincome_1","RegionUS","Extraversion_1","Openness_1","Agreeableness_1","Conscientiousness_1","Neuroticism_1","cluster_km"
26320,26320,30,105,0.220689655172414,0.620542082738944,0.292636317309326,0.331034482758621,5,0.448404947916667,2,29,0.966666666666667,"Female","White","$100,000 - $149,999","East North Central",3.875,3.4000001,3.8888888,3.5555556,3.375,0
26581,26581,29,122,0.295566502463054,0.688617121354657,0.229122424984103,0.204433497536946,4,0.412604166666667,1,29,1,"Female","Asian-American","$100,000 - $149,999","",4.375,3.4000001,4.1111112,3.8888888,2.25,0
26718,26718,33,148,0.261363636363636,0.736303871439007,0.0878105198732718,0.301136363636364,3,0.373345935727788,4,23,0.696969696969697,"Male","Latino/a","$50,000 - $74,999","South Atlantic",3.375,3.2,3.6666667,3.1111112,2.125,1
26800,26800,61,457,0.227868852459016,0.654399592512416,0.38336900244033,0.422131147540984,4,0.365189862498491,3,58,0.950819672131147,"Male","White","$250,000 or more","West North Central",2.25,1.8,4.4444447,4.3333335,1.75,0
26857,26857,29,123,0.278325123152709,0.614218009478673,0.350952764324363,0.293103448275862,4,0.325397446941812,1,29,1,"Male","Asian-American","$150,000 - $199,999","Middle Atlantic",3.25,2.5999999,3.7777777,4.2222223,2.875,2
26858,26858,25,95,0.276666666666667,0.55982905982906,0.152672558922559,0.348333333333333,4,0.261286108288576,1,25,1,"Female","Latino/a","$250,000 or more","Pacific",3.625,3.5,3.3333333,4.3333335,4.125,1
27111,27111,10,3,0.0666666666666667,1,0,0.155555555555556,1,0,8,3,0.3,"Female","Asian-American","$75,000 - $99,999","East North Central",3.25,3.2,4.1111112,3.8888888,2.75,1
27141,27141,20,86,0.452631578947368,0.669609079445145,0.274955175463024,0.284210526315789,4,0.150824770146025,1,20,1,"Female","White","$250,000 or more","West North Central",4,2.2,3.7777777,3.4444444,2.75,2
27169,27169,18,147,0.96078431372549,0.967357741508602,0.00122680088078012,0.0392156862745098,2,0,1,18,1,"Male","White","$250,000 or more","Middle Atlantic",3.75,1.9,3.5555556,4.4444447,3.5,3
27232,27232,17,64,0.470588235294118,1,0,0.0294117647058824,1,0.4921875,2,9,0.529411764705882,"Male","White","$200,000 - $249,999","East North Central",4,2.9000001,4.2222223,4,3.125,1
27306,27306,36,258,0.36031746031746,0.640611724723874,0.189881978765532,0.553968253968254,3,0.247627549535213,1,36,1,"Female","White","$100,000 - $149,999","East North Central",4.5,2.9000001,4.4444447,4.4444447,3.125,1
27407,27407,74,628,0.207330618289522,0.523167649536647,0.118235243287557,0.422806368011847,4,0.354891581632653,3,72,0.972972972972973,"Male","White","$200,000 - $249,999","Middle Atlantic",3.25,3.3,3.6666667,3.1111112,3.125,0
28223,28223,12,26,0.348484848484849,0.638297872340426,0.193388429752066,0.287878787878788,3,0.235349716446125,2,10,0.833333333333333,"Male","Asian-American","$150,000 - $199,999","South Atlantic",3.25,3.4000001,3.2222223,3.3333333,1.25,1
28247,28247,35,161,0.238655462184874,0.661660079051383,0.370399496697075,0.231932773109244,6,0.462829795675461,1,35,1,"Female","Asian-American","$100,000 - $149,999","West South Central",2,3.5999999,3.4444444,3.1111112,3.875,0
28254,28254,26,66,0.196923076923077,0.754335260115607,0.0819511111111111,0.163076923076923,5,0.502197265625,2,16,0.615384615384615,"Female","White","$150,000 - $199,999","South Atlantic",2.875,2.7,4,3.8888888,2.125,0
28312,28312,16,63,0.383333333333333,0.637254901960784,0.569142857142857,0.616666666666667,2,0.279536862003781,1,16,1,"Male","White","$250,000 or more","Mountain",3,2.8,3.8888888,3.6666667,2.625,2
28326,28326,4,6,1,1,0,0,1,0,1,4,1,"Male","White","$250,000 or more","Middle Atlantic",4.125,3.7,3.5555556,4,2.875,3
28327,28327,62,465,0.221575885774722,0.549827723297111,0.14339513718567,0.516129032258065,4,0.410111015544455,2,61,0.983870967741935,"Female","White","$250,000 or more","East North Central",4,2.9000001,3.5555556,3.1111112,3.625,0
28377,28377,20,190,1,1,0,0,1,0,1,20,1,"Male","Asian-American","$150,000 - $199,999","South Atlantic",2,2.3,3,2.3333333,4.25,3
28653,28653,66,684,0.269463869463869,0.58254700248315,0.209453484544484,0.622843822843823,4,0.273411776678919,1,66,1,"Male","White","$150,000 - $199,999","East North Central",4.25,3.5999999,4.4444447,4.8888888,3,0
28681,28681,9,14,0.388888888888889,0.642857142857143,0.321428571428571,0.236111111111111,3,0.221938775510204,2,8,0.888888888888889,"Female","White","$25,000 - $49,999","East North Central",4.125,3.2,4.7777777,4.3333335,2.625,2
28724,28724,43,198,0.211517165005537,0.781744008159102,0.123720198141552,0.336101882613511,3,0.541555878402456,4,26,0.604651162790698,"Female","White","$250,000 or more","Pacific",3.25,3,3.5555556,4,3.375,0
28820,28820,27,83,0.213675213675214,0.729528535980149,0.0920431107354184,0.247863247863248,3,0.578044444444444,3,16,0.592592592592593,"Male","White","$100,000 - $149,999","Mountain",2.125,2.8,2.8888888,2.8888888,3.25,1
28824,28824,22,42,0.181818181818182,0.688524590163934,0.0599395313681028,0.246753246753247,2,0.438492063492063,6,11,0.5,"Female","Latino/a","less than $25,000","Middle Atlantic",2.375,3.3,4.1111112,3.8888888,2.625,1
28837,28837,7,4,0.19047619047619,0.6,0.133333333333333,0.30952380952381,2,0,4,4,0.571428571428571,"Male","White","$100,000 - $149,999","West South Central",3.625,3.3,3.3333333,3.3333333,3.375,1
29115,29115,3,3,1,1,0,0,1,0,1,3,1,"Male","White","$75,000 - $99,999","Pacific",3,2.2,3.6666667,3.6666667,3.25,3
29134,29134,20,35,0.178947368421053,0.890625,0.00615574022776239,0.242105263157895,2,0.160899653979239,10,9,0.45,"Female","Asian-American","$250,000 or more","South Atlantic",2.625,3.4000001,4,3.6666667,2.25,1
29232,29232,40,78,0.1,0.681102362204724,0.0620041227328677,0.31025641025641,3,0.140039447731755,21,20,0.5,"Female","White","$250,000 or more","West North Central",4.5,2.8,4,4.5555553,2.875,1
29257,29257,51,174,0.132549019607843,0.48,0.449621298701299,0.547450980392157,5,0.407181121109205,3,48,0.941176470588235,"Male","White","$75,000 - $99,999","East North Central",3.125,3.3,3.3333333,4.1111112,1.875,0
29296,29296,16,64,0.475,0.891156462585034,0.106666666666667,0.325,2,0.217913204062789,2,13,0.8125,"Female","Latino/a","$75,000 - $99,999","East North Central",1.875,2.4000001,4.2222223,3.3333333,3.125,1
29354,29354,16,47,0.391666666666667,0.938931297709924,0.00761904761904762,0.141666666666667,2,0.434585785423268,3,9,0.5625,"Female","White","$250,000 or more","South Atlantic",4.5,3.8,5,4.5555553,1.5,1
29647,29647,18,87,0.542483660130719,0.704516129032258,0.184920779457294,0.398692810457516,3,0.245826680214835,1,18,1,"Female","White","$150,000 - $199,999","Middle Atlantic",2.125,2.0999999,4,3.7777777,3,1
29718,29718,26,173,0.470769230769231,0.664764621968616,0.141651880145998,0.489230769230769,3,0.15436370626682,1,26,1,"Female","White","$200,000 - $249,999","East North Central",4,3.5,4.3333335,4.1111112,2.75,1
29733,29733,38,205,0.271692745376956,0.590382902938557,0.160535256358143,0.349928876244666,4,0.386543680271922,1,38,1,"Female","African-American","$100,000 - $149,999","Middle Atlantic",4.625,3.4000001,4.4444447,3.8888888,3.375,0
29792,29792,26,66,0.190769230769231,0.568807339449541,0.4312,0.249230769230769,5,0.483220603537981,2,25,0.961538461538462,"Male","White","$250,000 or more","New England",3.5,4.3000002,3.3333333,2.6666667,2.875,2
29885,29885,36,257,0.33015873015873,0.642927794263106,0.138660032882302,0.46984126984127,3,0.302561020710059,2,33,0.916666666666667,"Male","White","$200,000 - $249,999","South Atlantic",2.5,2.9000001,4.1111112,3.7777777,3.625,1
30137,30137,8,12,0.357142857142857,0.409090909090909,0.612244897959184,0.357142857142857,4,0.215,1,8,1,"Female","Latino/a","$100,000 - $149,999","Middle Atlantic",2.5,2.0999999,3.4444444,4.1111112,3.125,2
30152,30152,33,159,0.267045454545455,0.545454545454545,0.120083729589463,0.326704545454545,3,0.264649665509783,2,32,0.96969696969697,"Female","White","$100,000 - $149,999","East North Central",3.25,3.5,3.2222223,3.4444444,2.625,1
30453,30453,34,72,0.128342245989305,0.656652360515022,0.0231513593729503,0.235294117647059,3,0.385030864197531,9,16,0.470588235294118,"Female","African-American","$25,000 - $49,999","West North Central",3,3.2,4.6666665,4.6666665,3.5,1
30596,30596,3,2,0.666666666666667,0,1,0.333333333333333,2,0,1,3,1,"Male","Foreign Student","less than $25,000","",3.375,3.2,3.1111112,3.8888888,2.75,2
30676,30676,6,8,0.533333333333333,0.529411764705882,0.64,0.466666666666667,2,0.125,1,6,1,"Male","White","$250,000 or more","East South Central",4.5,2.5999999,2.1111112,4.6666665,3.125,2
30814,30814,8,25,0.892857142857143,0.911111111111111,0.0204081632653061,0.107142857142857,2,0,1,8,1,"Male","White","$250,000 or more","West North Central",3.5,4,4.3333335,2.4444444,1.75,3
30972,30972,20,61,0.321052631578947,1,0,0.1,1,0.564364418167159,3,9,0.45,"Male","White","$50,000 - $74,999","East North Central",2.375,3.3,4.2222223,3,3.5,1
31033,31033,32,254,0.455645161290323,0.858260869565217,0.0130893194368741,0.254032258064516,2,0.275540371211528,2,23,0.71875,"Male","Asian-American","$250,000 or more","East North Central",3,3,3.2222223,3.7777777,3.375,1
31045,31045,20,156,0.821052631578947,0.980007996801279,0.149584487534626,0.178947368421053,2,0.0184089414858645,1,20,1,"Male","White","$250,000 or more","East North Central",3.5,3.3,2.8888888,3.1111112,2.375,3
31121,31121,12,39,0.575757575757576,0.83265306122449,0.117355371900826,0.333333333333333,2,0.149238227146814,2,11,0.916666666666667,"Male","Asian-American","","East North Central",4.125,3.0999999,4.1111112,4.3333335,2.25,3
31175,31175,30,92,0.202298850574713,0.918032786885246,0.0997961610327841,0.142528735632184,4,0.60078770661157,4,14,0.466666666666667,"Female","White","$250,000 or more","West North Central",4.125,2.8,3.6666667,3.7777777,3.375,0
31294,31294,32,202,0.377016129032258,0.572458270106222,0.216714511449163,0.622983870967742,2,0.225127970488147,1,32,1,"Female","Latino/a","$150,000 - $199,999","East North Central",3.75,3.5999999,4.4444447,4.8888888,2.25,1
31311,31311,10,33,0.733333333333333,0.78,0.0843621399176955,0.266666666666667,2,0.0532598714416896,1,10,1,"Male","White","$25,000 - $49,999","East North Central",3.75,3.7,3.4444444,2.6666667,4.375,3
31439,31439,22,181,0.584415584415584,0.735017626321974,0.0957716949213548,0.415584415584416,2,0.205733882030178,1,22,1,"Female","White","$250,000 or more","South Atlantic",4,2.8,3.8888888,2.3333333,2.875,3
31538,31538,15,44,0.419047619047619,0.756,0.526883830455259,0.438095238095238,3,0.355113636363636,1,15,1,"Female","White","$250,000 or more","New England",3.75,3.2,4,4.1111112,2.625,2
31717,31717,36,194,0.296825396825397,0.716788321167883,0.238542835315945,0.217460317460317,5,0.453430181017473,1,36,1,"Male","White","$100,000 - $149,999","East North Central",4.625,2.8,3.4444444,3.1111112,3,0
31985,31985,31,173,0.372043010752688,0.670087976539589,0.110276117496807,0.327956989247312,4,0.329696949447025,1,31,1,"Male","White","$250,000 or more","Pacific",3.625,3.5,4.4444447,3.4444444,2,1
32037,32037,32,199,0.377016129032258,0.641295546558704,0.329019925232204,0.622983870967742,2,0.317180931682347,1,32,1,"Female","White","$100,000 - $149,999","East North Central",3.625,2.5,4,4.6666665,2.25,2
32249,32249,30,186,0.372413793103448,0.651325662831416,0.110014976389024,0.386206896551724,3,0.295610425240055,3,28,0.933333333333333,"Female","White","$200,000 - $249,999","South Atlantic",3.125,3,3.6666667,3.7777777,2.125,1
32404,32404,13,44,0.564102564102564,0.885714285714286,0.0505050505050505,0.269230769230769,2,0.106404958677686,2,11,0.846153846153846,"Male","White","$250,000 or more","New England",3.875,2.8,3.3333333,3.5555556,2.625,3
32423,32423,20,121,0.636842105263158,0.785955435516543,0.046925305466395,0.205263157894737,3,0.103271634451199,1,20,1,"Male","Asian-American","$75,000 - $99,999","East North Central",4.125,3.0999999,3.7777777,3.5555556,2.875,3
32919,32919,32,256,0.516129032258065,1,0,0.0967741935483871,1,0.3826904296875,2,20,0.625,"Male","White","$150,000 - $199,999","East North Central",3.875,3.3,3,4.1111112,3.125,1
33009,33009,44,205,0.202959830866808,0.651577503429355,0.251080418947219,0.40169133192389,5,0.376180013020833,4,39,0.886363636363636,"Female","White","$200,000 - $249,999","South Atlantic",3.5,2.3,3.5555556,4,2.625,0
33084,33084,28,164,0.433862433862434,0.828558639212176,0.434440918138291,0.492063492063492,3,0.237786287923855,1,28,1,"Female","Asian-American","","Middle Atlantic",3.25,3.4000001,4.5555553,4.1111112,2.25,2
33127,33127,6,15,1,1,0,0,1,0,1,6,1,"Male","White","$75,000 - $99,999","Middle Atlantic",3.5,3.0999999,4,4.2222223,2.25,3
33133,33133,59,174,0.0935125657510228,0.66198347107438,0.159392891484414,0.216832261835184,4,0.62708984375,11,40,0.677966101694915,"Female","White","$250,000 or more","Mountain",3.375,3.9000001,3.6666667,4.5555553,2.875,0
33239,33239,58,409,0.20205686630369,0.751735307727904,0.0584672903291993,0.218995765275257,3,0.589210799956972,4,37,0.637931034482759,"Male","White","$100,000 - $149,999","East North Central",3.5,2.2,3,3.6666667,3.125,0
33341,33341,31,144,0.301075268817204,0.68445475638051,0.19558748403576,0.232258064516129,5,0.445178571428571,1,31,1,"Female","White","$75,000 - $99,999","South Atlantic",2.75,3.4000001,3.6666667,3.5555556,3.25,0
33388,33388,25,100,0.333333333333333,0.715466351829988,0.15636951489533,0.333333333333333,3,0.40215,2,21,0.84,"Male","Latino/a","$50,000 - $74,999","",2.625,2.3,2.7777777,2.8888888,2.75,1
33445,33445,20,61,0.321052631578947,0.628272251308901,0.505488868369755,0.310526315789474,3,0.41050792797635,1,20,1,"Female","White","$250,000 or more","Middle Atlantic",3.625,3.4000001,4.2222223,3.5555556,2.875,2
33657,33657,34,190,0.279857397504456,0.592216582064298,0.183160629074062,0.38680926916221,4,0.303521441032091,2,33,0.970588235294118,"Female","African-American","$250,000 or more","East North Central",2.75,3.4000001,4,3.2222223,2.75,1
33740,33740,32,166,0.316532258064516,0.609375,0.152688172043011,0.360887096774194,5,0.321047506998255,1,32,1,"Female","White","$100,000 - $149,999","West North Central",3.5,3,3.6666667,3.1111112,2.875,0
33785,33785,48,299,0.225177304964539,0.622570532915361,0.205852366811036,0.349290780141844,5,0.449167648335297,2,44,0.916666666666667,"Male","White","$50,000 - $74,999","East South Central",3.75,3.8,4.1111112,4.2222223,3.25,0
33953,33953,12,35,0.454545454545455,1,0,0,1,0.5,2,6,0.5,"Female","White","$250,000 or more","East North Central",4,3.0999999,3.8888888,3.7777777,2.75,1
34062,34062,27,189,0.464387464387464,0.675592625109745,0.152984054407131,0.458689458689459,3,0.181056870789266,1,27,1,"Female","White","$150,000 - $199,999","New England",3.25,3.5999999,3.5555556,4.8888888,3.875,1
34344,34344,33,131,0.238636363636364,0.861082737487232,0.445344002016129,0.167613636363636,4,0.627236079617032,4,30,0.909090909090909,"Female","Asian-American","less than $25,000","South Atlantic",2.875,4,4.1111112,3,3.625,0
34402,34402,27,226,0.626780626780627,0.83474801061008,0.0669780929130041,0.334757834757835,3,0.159493801652893,1,27,1,"Male","White","$250,000 or more","Pacific",3,2.5999999,3.2222223,3.7777777,3.875,3
34467,34467,64,511,0.223214285714286,0.603850880786563,0.178330209987459,0.268849206349206,4,0.440125925925926,1,64,1,"Female","White","$250,000 or more","East North Central",2.5,3.5999999,3.8888888,3.6666667,3.125,0
34525,34525,30,72,0.140229885057471,0.914163090128755,0.119755393239341,0.239080459770115,4,0.246573501746842,15,16,0.533333333333333,"Male","Asian-American","$50,000 - $74,999","West North Central",3.75,3.8,3.4444444,3.3333333,3.25,1
34591,34591,30,228,0.448275862068966,0.714943342776204,0.199228259556718,0.379310344827586,3,0.22957264957265,1,30,1,"Female","White","$250,000 or more","East North Central",3.625,2.9000001,3.5555556,3.3333333,4.125,1
35011,35011,43,153,0.158361018826135,0.555649957519116,0.262708481338206,0.270210409745293,4,0.496625751870507,5,39,0.906976744186046,"Female","African-American","$100,000 - $149,999","Pacific",4,3.3,3.4444444,4.1111112,3.25,0
35031,35031,45,354,0.319191919191919,0.655533842600817,0.172424046715242,0.567171717171717,4,0.333274915878866,3,43,0.955555555555556,"Female","White","$150,000 - $199,999","East North Central",4.5,3,3.2222223,3.7777777,1.625,0
35180,35180,29,189,0.399014778325123,0.644146228597871,0.100712223764471,0.422413793103448,3,0.195568510897729,2,28,0.96551724137931,"Female","White","$75,000 - $99,999","East North Central",2.75,3.5,3.4444444,4,3.625,1
35344,35344,33,189,0.329545454545455,0.816737288135593,0.0377151137672811,0.232954545454545,3,0.457722288281147,2,22,0.666666666666667,"Female","White","$250,000 or more","East North Central",2.625,3.4000001,4.3333335,4,2.625,1
35347,35347,8,44,0.928571428571429,0.931034482758621,0.00816326530612245,0.0714285714285714,2,0,1,8,1,"Female","Asian-American","$100,000 - $149,999","South Atlantic",3.125,2.7,2.5555556,3.8888888,2,3
35361,35361,15,32,0.285714285714286,0.504424778761062,0.396781789638933,0.285714285714286,3,0.388333333333333,1,15,1,"Male","White","$100,000 - $149,999","West North Central",3.75,3,2.7777777,3.6666667,3.375,2
35416,35416,34,141,0.228163992869875,0.63016157989228,0.367424242424242,0.28698752228164,7,0.43548583984375,1,34,1,"Male","White","$100,000 - $149,999","East North Central",1.75,2.9000001,3.1111112,3.1111112,3.75,0
35797,35797,21,77,0.357142857142857,0.635726795096322,0.196493421052632,0.392857142857143,3,0.325244444444444,2,20,0.952380952380952,"Female","White","$250,000 or more","New England",2.625,2.5,2.4444444,4.1111112,2.375,1
35824,35824,46,155,0.147826086956522,0.632183908045977,0.144452674897119,0.207729468599034,4,0.523068050749712,4,26,0.565217391304348,"Male","Foreign Student","$100,000 - $149,999","",3.25,2.8,3.7777777,3.4444444,2.25,0
35855,35855,17,88,0.639705882352941,0.794505494505495,0.0822410300925926,0.297794117647059,3,0.126040428061831,1,17,1,"Male","White","$250,000 or more","Mountain",4.5,2.8,3.6666667,3.7777777,1.625,3
35872,35872,36,114,0.166666666666667,0.593563766388558,0.343968444520666,0.404761904761905,5,0.410385487528345,4,31,0.861111111111111,"Male","African-American","$25,000 - $49,999","East North Central",4.375,3.8,5,4.4444447,1.125,0
35925,35925,11,16,0.290909090909091,0.648648648648649,0.126666666666667,0.209090909090909,2,0.5,2,6,0.545454545454545,"Male","Foreign Student","$25,000 - $49,999","",3.375,3.4000001,3.1111112,4,2.75,1
35987,35987,21,67,0.304761904761905,0.802816901408451,0.0598421052631579,0.295238095238095,3,0.19482421875,3,14,0.666666666666667,"Male","White","$50,000 - $74,999","East North Central",3.125,2.7,3.4444444,3.6666667,3.125,1
36038,36038,39,206,0.242914979757085,0.591025641025641,0.128267182406679,0.467611336032389,3,0.312206790123457,6,34,0.871794871794872,"Male","White","$100,000 - $149,999","Middle Atlantic",3.625,3.5999999,2.6666667,3.5555556,3.375,1
36117,36117,53,294,0.207547169811321,0.813394544963543,0.152613895656882,0.330914368650218,2,0.550509804880434,3,29,0.547169811320755,"Male","White","$100,000 - $149,999","East North Central",3.125,3.4000001,3.5555556,4.4444447,2.75,0
36384,36384,5,10,1,1,0,0,1,0,1,5,1,"Male","White","$250,000 or more","East North Central",4.875,3.9000001,4.7777777,4.4444447,1,3
36385,36385,51,380,0.247843137254902,0.70841006752609,0.157494615782883,0.312156862745098,4,0.434405543983336,3,48,0.941176470588235,"Female","White","$250,000 or more","Pacific",2.25,3.2,3.6666667,3.3333333,2.875,0
36501,36501,20,102,0.536842105263158,0.713754646840149,0.127777458340709,0.410526315789474,3,0.162773933102653,1,20,1,"Male","White","$100,000 - $149,999","Middle Atlantic",4.25,3.4000001,4,3.1111112,2.375,1
36540,36540,18,90,0.588235294117647,0.895336787564767,0.399064171122995,0.411764705882353,2,0.146604938271605,1,18,1,"Male","Foreign Student","$100,000 - $149,999","",3.5,3.5999999,4.4444447,3.6666667,1.5,2
36552,36552,17,82,0.470588235294118,0.660818713450292,0.292196180555556,0.466911764705882,3,0.1854248046875,1,17,1,"Female","White","$100,000 - $149,999","East North Central",3.25,3.5999999,3.8888888,3.8888888,3.25,2
36574,36574,34,164,0.251336898395722,0.662264150943396,0.198993411728341,0.475935828877005,4,0.354735677279815,6,29,0.852941176470588,"Male","White","$250,000 or more","Middle Atlantic",4,2.5,3.8888888,3.5555556,2.25,0
36875,36875,27,154,0.387464387464387,0.634504792332268,0.22629020979021,0.535612535612536,3,0.264273356401384,1,27,1,"Female","White","$250,000 or more","East North Central",3.75,2.8,4.1111112,4.1111112,3.375,1
36939,36939,8,19,0.678571428571429,0.769230769230769,0.183673469387755,0.321428571428571,2,0.131578947368421,1,8,1,"Male","White","$75,000 - $99,999","East North Central",2.75,2.5999999,3.5555556,3,2.75,3
36963,36963,54,101,0.063591893780573,0.437400950871632,0.107210340389408,0.238294898672257,4,0.460330877913296,17,27,0.5,"Female","White","$100,000 - $149,999","East North Central",3.375,3.7,3.4444444,3.3333333,2.875,0
37001,37001,58,323,0.188142770719903,0.724635278514589,0.0313274092838135,0.408348457350272,2,0.241602133972974,24,35,0.603448275862069,"Female","White","$250,000 or more","West North Central",3.625,2.7,4.1111112,4,2.5,1
37148,37148,20,87,0.431578947368421,0.775372124492558,0.296139960036544,0.252631578947368,3,0.20233491969066,2,18,0.9,"Male","White","$100,000 - $149,999","East North Central",4.5,3.3,4.1111112,4.3333335,2,2
37218,37218,23,113,0.446640316205534,0.893518518518518,0.180309589400498,0.326086956521739,3,0.191910094760749,2,20,0.869565217391304,"Male","Asian-American","$75,000 - $99,999","East North Central",2.875,3.4000001,3.6666667,4.2222223,2.375,1
37305,37305,14,37,0.406593406593407,0.666666666666667,0.383431952662722,0.285714285714286,3,0.360847333820307,1,14,1,"Female","White","$150,000 - $199,999","Middle Atlantic",4.5,3.0999999,3.6666667,3.3333333,2.75,2
37371,37371,19,87,0.508771929824561,0.869047619047619,0.531771968046478,0.491228070175439,2,0.394173602853746,1,19,1,"Female","Latino/a","$50,000 - $74,999","West South Central",3.75,3.5,3.8888888,4.2222223,3.25,2
37396,37396,20,64,0.336842105263158,0.8,0.274853801169591,0.347368421052632,3,0.4378662109375,2,16,0.8,"Female","White","$100,000 - $149,999","West South Central",3.625,2.9000001,3.5555556,2.7777777,3.625,2
37404,37404,26,50,0.147692307692308,0.610169491525424,0.383111111111111,0.132307692307692,7,0.560980902777778,3,24,0.923076923076923,"Female","Foreign Student","$250,000 or more","",2.25,2.8,3.4444444,3.6666667,3.75,0
37485,37485,9,33,0.916666666666667,0.929577464788732,0.0107142857142857,0.0833333333333333,2,0,1,9,1,"Female","White","$250,000 or more","Middle Atlantic",3.75,3,3.2222223,3.2222223,3.25,3
37594,37594,5,8,0.8,0.789473684210526,0.125,0.2,2,0,1,5,1,"Female","Foreign Student","$75,000 - $99,999","",3.5,3,3.8888888,3.1111112,2.75,3
37979,37979,10,30,0.666666666666667,0.777777777777778,0.154320987654321,0.333333333333333,2,0.166666666666667,1,10,1,"Male","Foreign Student","$100,000 - $149,999","",3.625,3.5,4.2222223,3.5555556,3.25,3
38052,38052,50,486,0.346938775510204,0.580532656943564,0.107741901765026,0.530612244897959,3,0.221478200692042,1,50,1,"Male","Asian-American","$250,000 or more","Pacific",4.25,3.3,3.3333333,4.1111112,2.875,1
38293,38293,44,330,0.306553911205074,0.580645161290323,0.15268213582773,0.460887949260042,3,0.345017835909631,1,44,1,"Female","White","$150,000 - $199,999","Middle Atlantic",4.5,2.5,3.8888888,3.7777777,2.125,1
38313,38313,13,26,0.333333333333333,0.55045871559633,0.376578282828283,0.333333333333333,4,0.256656804733728,1,13,1,"Female","Foreign Student","$250,000 or more","",2.875,4.4000001,4.3333335,2.6666667,3.75,2
38554,38554,25,87,0.276666666666667,0.706834532374101,0.467718397745572,0.265,5,0.4817099724198,1,25,1,"Female","Asian-American","","East North Central",3.375,3.0999999,3.4444444,3.7777777,3.75,2
38610,38610,52,398,0.261689291101056,0.578938694792353,0.148160610338754,0.404977375565611,3,0.314714846896827,1,52,1,"Female","White","$100,000 - $149,999","East North Central",3.625,3.4000001,3.6666667,4.1111112,2.875,0
38683,38683,22,72,0.281385281385281,0.729113924050633,0.387959183673469,0.29004329004329,4,0.439881656804734,3,19,0.863636363636364,"Male","White","$150,000 - $199,999","Middle Atlantic",2.5,2.2,2.6666667,3.5555556,3.25,2
38815,38815,69,633,0.20843989769821,0.792923235092529,0.106837783401332,0.320971867007673,3,0.209904190765345,22,48,0.695652173913043,"Male","White","","South Atlantic",2.5,3.0999999,3.2222223,3.3333333,3.625,0
38824,38824,25,47,0.15,0.573529411764706,0.320652173913043,0.35,4,0.474814814814815,6,20,0.8,"Female","African-American","$25,000 - $49,999","South Atlantic",3.75,3.5999999,4.4444447,3.4444444,3.5,2
38826,38826,30,173,0.383908045977012,0.638386648122392,0.201548030843512,0.547126436781609,3,0.274749901394815,1,30,1,"Female","Latino/a","$100,000 - $149,999","Pacific",3.75,2.8,4.1111112,3.3333333,3,1
38914,38914,19,17,0.0994152046783626,0.933333333333333,0.0196078431372549,0.12280701754386,2,0.484429065743945,11,5,0.263157894736842,"Female","Foreign Student","$75,000 - $99,999","",3.375,3.5999999,3.5555556,2.7777777,3.25,1
39129,39129,13,3,0.0384615384615385,1,0,0.128205128205128,1,0,11,3,0.230769230769231,"Female","African-American","","",2.875,2.9000001,2.8888888,3.5555556,3,1
39146,39146,35,156,0.248739495798319,0.725030826140567,0.533667121037363,0.339495798319328,3,0.373265157048941,2,34,0.971428571428571,"Female","Asian-American","$250,000 or more","South Atlantic",2.125,3.0999999,3.5555556,2.7777777,2.875,2
39248,39248,20,130,0.684210526315789,0.791267942583732,0.0573856224825754,0.210526315789474,2,0.123047337278107,1,20,1,"Female","White","$25,000 - $49,999","Middle Atlantic",5,4.1999998,4.8888888,3.1111112,2.125,3
39285,39285,35,98,0.164705882352941,0.838546922300706,0.125022639099393,0.276470588235294,3,0.190493544356518,16,20,0.571428571428571,"Male","White","$250,000 or more","New England",2.75,2.5,3.4444444,2.7777777,2.125,1
39414,39414,17,55,0.367647058823529,0.580645161290323,0.416591021825397,0.507352941176471,3,0.3262,1,17,1,"Female","Latino/a","less than $25,000","West South Central",2.25,3.0999999,3.4444444,3.7777777,3,2
39564,39564,37,96,0.144144144144144,0.662273476112026,0.0580790711346267,0.189189189189189,4,0.537326388888889,6,17,0.459459459459459,"Male","White","$200,000 - $249,999","Mountain",2.75,3.2,3.8888888,3.4444444,2.375,0
39659,39659,35,168,0.277310924369748,0.914383561643836,0.245447555136137,0.105042016806723,4,0.641707988980716,2,25,0.714285714285714,"Female","Latino/a","$75,000 - $99,999","Pacific",4.25,3.0999999,4.2222223,4.4444447,2,0
39738,39738,16,42,0.316666666666667,0.540983606557377,0.373375661375661,0.35,3,0.365304709141274,1,16,1,"Female","Latino/a","less than $25,000","East North Central",3.625,3.0999999,4,4.3333335,2.875,2
39787,39787,47,170,0.139685476410731,0.678304239401496,0.14648488501773,0.229879740980574,6,0.539340379807903,6,34,0.723404255319149,"Female","White","$100,000 - $149,999","East North Central",3.375,3,3.2222223,3.8888888,3.25,0
40021,40021,9,42,0.888888888888889,0.9,0.0149553571428571,0.111111111111111,2,0,1,9,1,"Female","White","$150,000 - $199,999","East North Central",3.625,2.8,3.7777777,3.4444444,2.875,3
40231,40231,13,54,0.692307692307692,0.783216783216783,0.065707671957672,0.224358974358974,3,0.118655692729767,1,13,1,"Male","White","$200,000 - $249,999","East North Central",3,3.0999999,4.1111112,3.4444444,2.625,3
